"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Clinton School District","900715350","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Clinton School District","900715350","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Clinton School District","900715350","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Clinton School District","900715350","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Clinton School District","900715350","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Clinton School District","900715350","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Clinton School District","900715350","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Colchester School District","901115910","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Colchester School District","901115910","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Colchester School District","901115910","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Colchester School District","901115910","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Colchester School District","901115910","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Colchester School District","901115910","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Colchester School District","901115910","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Colchester School District","901115910","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Colchester School District","901115910","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Colchester School District","901115910","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Colchester School District","901115910","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Colebrook School District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Colebrook School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Columbia School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Columbia School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Columbia School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Columbia School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Columbia School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Columbia School District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Columbia School District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Columbia School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Columbia School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Columbia School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Columbia School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Common Ground High School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Connecticut","9","2009-2010","English Language Learner","Suspensions","Percent","11.9"
"Connecticut","9","2010-2011","English Language Learner","Suspensions","Percent","10.9"
"Connecticut","9","2011-2012","English Language Learner","Suspensions","Percent","11.0"
"Connecticut","9","2012-2013","English Language Learner","Suspensions","Percent","11.1"
"Connecticut","9","2013-2014","English Language Learner","Suspensions","Percent","10.6"
"Connecticut","9","2014-2015","English Language Learner","Suspensions","Percent","9.6"
"Connecticut","9","2015-2016","English Language Learner","Suspensions","Percent","8.5"
"Connecticut","9","2016-2017","English Language Learner","Suspensions","Percent","7.6"
"Connecticut","9","2017-2018","English Language Learner","Suspensions","Percent","7.6"
"Connecticut","9","2018-2019","English Language Learner","Suspensions","Percent","6.8"
"Connecticut","9","2019-2020","English Language Learner","Suspensions","Percent","5.3"
"Connecticut Technical High School System","","2009-2010","English Language Learner","Suspensions","Percent","16.1"
"Connecticut Technical High School System","","2010-2011","English Language Learner","Suspensions","Percent","21.3"
"Connecticut Technical High School System","","2011-2012","English Language Learner","Suspensions","Percent","19.8"
"Connecticut Technical High School System","","2012-2013","English Language Learner","Suspensions","Percent","15.2"
"Connecticut Technical High School System","","2013-2014","English Language Learner","Suspensions","Percent","17.5"
"Connecticut Technical High School System","","2014-2015","English Language Learner","Suspensions","Percent","12.3"
"Connecticut Technical High School System","","2015-2016","English Language Learner","Suspensions","Percent","11.5"
"Connecticut Technical High School System","","2016-2017","English Language Learner","Suspensions","Percent","10.1"
"Connecticut Technical High School System","","2017-2018","English Language Learner","Suspensions","Percent","16.5"
"Connecticut Technical High School System","","2018-2019","English Language Learner","Suspensions","Percent","15.7"
"Connecticut Technical High School System","","2019-2020","English Language Learner","Suspensions","Percent","9.4"
"Cooperative Educational Services","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
